1 1599702503 beacon top 1
2 1599702504 beacon top 0
3 1599702507 beacon top 1
4 1599702513 beacon top 0
5 1599703633 beacon top 1
6 1599703825 beacon desk 1
7 1599704052 beacon top 1
8 1599704055 beacon top 0
9 1599704118 beacon top 1
10 1599704121 beacon top 0
11 1599704124 beacon top 1
12 1599704127 beacon top 0
13 1599704130 beacon top 1
14 1599704157 beacon top 0
15 1599704160 beacon top 1
16 1599704176 ultrasonic top 0
17 1599704510 beacon top 1
18 1599704510 beacon desk 1
19 1599704544 beacon top 0
20 1599704544 beacon desk 0
21 1599704562 beacon top 1
22 1599704566 beacon top 0
23 1599704620 beacon top 1
24 1599704623 beacon top 0
25 1599704632 beacon top 1
26 1599704644 beacon top 0
27 1599704692 beacon top 1
28 1599704695 beacon top 0
29 1599704707 beacon top 1
30 1599704710 beacon top 0
31 1599704717 beacon top 1
32 1599704777 beacon top 0
33 1599704885 beacon desk 1
34 1599704946 beacon desk 0
35 1599705275 beacon top 1
36 1599705275 beacon desk 1
37 1599705336 beacon top 0
38 1599705336 beacon desk 0
39 1599705600 beacon desk 1
40 1599705646 beacon desk 0
41 1599721059 beacon top 1
42 1599721060 pir top 0
43 1599779667 beacon top 1
44 1599779667 beacon desk 1
45 1599779702 pir top 0
46 1599779702 pir desk 0
47 1599780001 beacon top 1
48 1599780001 beacon desk 1
49 1599780165 beacon desk 0
50 1599780166 pir top 0
51 1599780473 beacon top 1
52 1599780473 beacon desk 1
53 1599781073 beacon top 0
54 1599781073 beacon desk 0
55 1599785649 beacon top 1
56 1599785649 beacon desk 1
57 1599785684 pir top 0
58 1599785684 pir desk 0
59 1599785756 beacon top 1
60 1599785756 beacon desk 1
61 1599786022 pir top 0
62 1599786022 pir desk 0
63 1599787142 beacon top 1
64 1599787142 beacon desk 1
65 1599787142 beacon top 1
66 1599787142 beacon desk 1
67 1599787154 pir top 0
68 1599787154 pir desk 0
69 1599787155 pir top 0
70 1599787155 pir desk 0
71 1599787342 beacon top 1
72 1599787342 beacon desk 1
73 1599787342 beacon top 1
74 1599787342 beacon desk 1
75 1599787348 pir top 0
76 1599787348 pir desk 0
77 1599787349 pir top 0
78 1599787349 pir desk 0
79 1599787443 beacon top 1
80 1599787443 beacon desk 1
81 1599787443 beacon top 1
82 1599787443 beacon desk 1
83 1599787476 pir top 0
84 1599787476 pir desk 0
85 1599787476 pir top 0
86 1599787476 pir desk 0
87 1599787740 beacon top 1
88 1599787740 beacon desk 1
89 1599787740 beacon top 1
90 1599787740 beacon desk 1
91 1599788341 beacon top 0
92 1599788341 beacon desk 0
93 1599788341 beacon top 0
94 1599788341 beacon desk 0
95 1599791444 beacon top 1
96 1599791444 beacon top 1
97 1599791449 beacon desk 1
98 1599791449 beacon desk 1
99 1599792044 beacon top 0
100 1599792045 beacon top 0
101 1599792049 beacon desk 0
102 1599792050 beacon desk 0
103 1599800657 beacon top 1
104 1599800694 beacon top 0
105 1599800697 beacon top 1
106 1599800718 beacon top 0
107 1599800724 beacon top 1
108 1599800749 beacon top 0
109 1599800752 beacon top 1
110 1599800761 beacon top 0
111 1599800764 beacon top 1
112 1599800767 beacon top 0
113 1599800770 beacon top 1
114 1599800773 pir top 0
115 1599800957 beacon top 1
116 1599801021 pir top 0
117 1599801757 beacon top 1
118 1599801758 beacon top 0
119 1599801760 beacon top 1
120 1599801767 beacon top 0
121 1599801794 beacon top 1
122 1599801798 beacon top 0
123 1599801801 beacon top 1
124 1599801804 beacon top 0
125 1599801807 beacon top 1
126 1599801813 beacon top 0
127 1599801831 beacon top 1
128 1599801835 beacon top 0
129 1599801841 beacon top 1
130 1599801844 beacon top 0
131 1599801847 beacon top 1
132 1599801850 beacon top 0
133 1599801853 beacon top 1
134 1599801859 beacon top 0
135 1599801862 beacon top 1
136 1599801865 beacon top 0
137 1599801909 beacon top 1
138 1599801912 beacon top 0
139 1599801921 beacon top 1
140 1599801924 beacon top 0
141 1599801927 beacon top 1
142 1599801936 beacon top 0
143 1599801952 beacon top 1
144 1599801961 beacon top 0
145 1599801998 beacon top 1
146 1599802004 beacon top 0
147 1599802014 beacon top 1
148 1599802017 beacon top 0
149 1599802054 beacon top 1
150 1599802057 beacon top 0
151 1599802085 beacon top 1
152 1599802087 pir top 0
153 1599802152 beacon top 1
154 1599802156 beacon top 0
155 1599802162 beacon top 1
156 1599802165 beacon top 0
157 1599802172 beacon top 1
158 1599802177 beacon top 0
159 1599802186 beacon top 1
160 1599802205 beacon top 0
161 1599802211 beacon top 1
162 1599802214 beacon top 0
163 1599802227 beacon top 1
164 1599802233 beacon top 0
165 1599802245 beacon top 1
166 1599802248 beacon top 0
167 1599802251 beacon top 1
168 1599802254 beacon top 0
169 1599802267 beacon top 1
170 1599802270 beacon top 0
171 1599802279 beacon top 1
172 1599802282 beacon top 0
173 1599802289 beacon top 1
174 1599802291 beacon top 0
175 1599802297 beacon top 1
176 1599802301 beacon top 0
177 1599802316 beacon top 1
178 1599802328 beacon top 0
179 1599802338 beacon top 1
180 1599802344 beacon top 0
181 1599802384 beacon top 1
182 1599802387 beacon top 0
183 1599802396 beacon top 1
184 1599802402 beacon top 0
185 1599802411 beacon top 1
186 1599802421 beacon top 0
187 1599802436 beacon top 1
188 1599802439 beacon top 0
189 1599802445 beacon top 1
190 1599802448 beacon top 0
191 1599802458 beacon top 1
192 1599802461 beacon top 0
193 1599802470 beacon top 1
194 1599802473 beacon top 0
195 1599802501 beacon top 1
196 1599802504 beacon top 0
197 1599802507 beacon top 1
198 1599802513 beacon top 0
199 1599802522 beacon top 1
200 1599802532 beacon top 0
201 1599802538 beacon top 1
202 1599802541 beacon top 0
203 1599802544 beacon top 1
204 1599802547 beacon top 0
205 1599802562 beacon top 1
206 1599802569 beacon top 0
207 1599802572 beacon top 1
208 1599802578 beacon top 0
209 1599802604 beacon top 1
210 1599802609 beacon top 0
211 1599802615 beacon top 1
212 1599802618 beacon top 0
213 1599802652 beacon top 1
214 1599802658 beacon top 0
