215 1599802664 beacon top 1
216 1599802667 beacon top 0
217 1599802677 beacon top 1
218 1599802680 beacon top 0
219 1599802701 beacon top 1
220 1599802704 beacon top 0
221 1599802707 beacon top 1
222 1599802714 beacon top 0
223 1599802732 beacon top 1
224 1599802738 beacon top 0
225 1599802747 beacon top 1
226 1599802751 beacon top 0
227 1599802754 beacon top 1
228 1599802757 beacon top 0
229 1599802766 beacon top 1
230 1599802769 beacon top 0
231 1599802775 beacon top 1
232 1599802778 beacon top 0
233 1599802807 beacon top 1
234 1599802812 beacon top 0
235 1599802834 beacon top 1
236 1599802837 beacon top 0
237 1599802840 beacon top 1
238 1599802843 beacon top 0
239 1599802846 beacon top 1
240 1599802859 beacon top 0
241 1599802862 beacon top 1
242 1599802865 beacon top 0
243 1599802878 beacon top 1
244 1599802880 beacon top 0
245 1599802889 beacon top 1
246 1599802896 beacon top 0
247 1599802905 beacon top 1
248 1599802917 beacon top 0
249 1599802930 beacon top 1
250 1599802933 beacon top 0
251 1599802939 beacon top 1
252 1599802945 beacon top 0
253 1599802982 beacon top 1
254 1599802988 beacon top 0
255 1599803004 beacon top 1
256 1599803005 pir top 0
257 1599803081 beacon top 1
258 1599803084 beacon top 0
259 1599803087 beacon top 1
260 1599803090 beacon top 0
261 1599803103 beacon top 1
262 1599803115 beacon top 0
263 1599803118 beacon top 1
264 1599803121 beacon top 0
265 1599803124 beacon top 1
266 1599803127 pir top 0
267 1599803260 beacon top 1
268 1599803263 beacon top 0
269 1599803290 beacon top 1
270 1599803297 beacon top 0
271 1599803300 beacon top 1
272 1599803306 beacon top 0
273 1599803309 beacon top 1
274 1599803312 beacon top 0
275 1599803315 beacon top 1
276 1599803324 beacon top 0
277 1599803661 beacon top 1
278 1599803664 beacon top 0
279 1599803673 beacon top 1
280 1599803696 beacon top 0
281 1599803698 beacon top 1
282 1599803704 beacon top 0
283 1599803710 beacon top 1
284 1599803716 beacon top 0
285 1599803722 beacon top 1
286 1599803725 beacon top 0
287 1599803735 beacon top 1
288 1599803738 beacon top 0
289 1599803747 beacon top 1
290 1599803753 beacon top 0
291 1599803762 beacon top 1
292 1599803769 beacon top 0
293 1599803772 beacon top 1
294 1599803781 pir top 0
295 1599805562 beacon top 1
296 1599805688 ultrasonic top 0
297 1599806047 beacon top 1
298 1599806295 beacon top 0
299 1599806298 beacon top 1
300 1599806569 beacon top 0
301 1599806572 beacon top 1
302 1599806788 beacon top 0
303 1599806791 beacon top 1
304 1599806826 ultrasonic top 0
305 1599806947 beacon top 1
306 1599807005 ultrasonic top 0
307 1599807186 beacon top 1
308 1599807404 beacon top 0
309 1599807407 beacon top 1
310 1599807456 beacon top 0
311 1599807459 beacon top 1
312 1599807730 beacon top 0
313 1599807733 beacon top 1
314 1599807966 ultrasonic top 0
315 1599808609 beacon top 1
316 1599808613 beacon top 0
317 1599808616 beacon top 1
318 1599808656 beacon top 0
319 1599808659 beacon top 1
320 1599808715 beacon top 0
321 1599808718 beacon top 1
322 1599808721 beacon top 0
323 1599808727 beacon top 1
324 1599808731 beacon top 0
325 1599808740 beacon top 1
326 1599808746 beacon top 0
327 1599808749 beacon top 1
328 1599808758 beacon top 0
329 1599808762 beacon top 1
330 1599808774 beacon top 0
331 1599808777 beacon top 1
332 1599808808 beacon top 0
333 1599808811 beacon top 1
334 1599808814 beacon top 0
335 1599808817 beacon top 1
336 1599808829 beacon top 0
337 1599808832 beacon top 1
338 1599808860 beacon top 0
339 1599808863 beacon top 1
340 1599808875 beacon top 0
341 1599808878 beacon top 1
342 1599808897 beacon top 0
343 1599808900 beacon top 1
344 1599808906 beacon top 0
345 1599808909 beacon top 1
346 1599808918 beacon top 0
347 1599808922 beacon top 1
348 1599808937 beacon top 0
349 1599808940 beacon top 1
350 1599808943 beacon top 0
351 1599808959 beacon top 1
352 1599808965 beacon top 0
353 1599808968 beacon top 1
354 1599808993 beacon top 0
355 1599808996 beacon top 1
356 1599808999 beacon top 0
357 1599809002 beacon top 1
358 1599809004 beacon top 0
359 1599809007 beacon top 1
360 1599809010 beacon top 0
361 1599809020 beacon top 1
362 1599809029 beacon top 0
363 1599809032 beacon top 1
364 1599809035 beacon top 0
365 1599809038 beacon top 1
366 1599809051 beacon top 0
367 1599809057 beacon top 1
368 1599809075 beacon top 0
369 1599809079 beacon top 1
370 1599809082 beacon top 0
371 1599809085 beacon top 1
372 1599809106 ultrasonic top 0
373 1599809287 beacon top 1
374 1599809291 beacon top 0
375 1599809297 beacon top 1
376 1599809300 beacon top 0
377 1599809316 beacon top 1
378 1599809331 beacon top 0
379 1599809337 beacon top 1
380 1599809352 beacon top 0
381 1599809358 beacon top 1
382 1599809368 beacon top 0
383 1599809374 beacon top 1
384 1599809377 beacon top 0
385 1599809386 beacon top 1
386 1599809389 beacon top 0
387 1599809393 beacon top 1
388 1599809439 beacon top 0
389 1599809448 beacon top 1
390 1599809451 beacon top 0
391 1599809454 beacon top 1
392 1599809457 beacon top 0
393 1599809463 beacon top 1
394 1599809472 beacon top 0
395 1599809475 beacon top 1
396 1599809485 beacon top 0
397 1599809494 beacon top 1
398 1599809512 beacon top 0
399 1599809516 beacon top 1
400 1599809528 beacon top 0
401 1599809531 beacon top 1
402 1599809537 beacon top 0
403 1599809540 beacon top 1
404 1599809556 beacon top 0
405 1599809562 beacon top 1
406 1599809571 beacon top 0
407 1599809574 beacon top 1
408 1599809578 beacon top 0
409 1599809583 beacon top 1
410 1599809620 beacon top 0
411 1599809632 beacon top 1
412 1599809642 beacon top 0
413 1599809645 beacon top 1
414 1599809648 beacon top 0
415 1599809651 beacon top 1
416 1599809663 beacon top 0
417 1599809667 beacon top 1
418 1599809713 beacon top 0
419 1599809716 beacon top 1
420 1599809718 beacon top 0
421 1599809721 beacon top 1
422 1599809728 beacon top 0
423 1599809731 beacon top 1
424 1599809734 beacon top 0
425 1599809740 beacon top 1
426 1599809749 beacon top 0
427 1599809756 beacon top 1
428 1599809802 beacon top 0
429 1599809805 beacon top 1
430 1599809824 beacon top 0
431 1599809827 beacon top 1
432 1599809833 beacon top 0
433 1599809839 beacon top 1
434 1599809841 beacon top 0
435 1599809845 beacon top 1
436 1599809848 beacon top 0
437 1599809854 beacon top 1
438 1599809863 beacon top 0
439 1599809866 beacon top 1
440 1599809879 beacon top 0
441 1599809885 beacon top 1
442 1599809888 beacon top 0
443 1599809894 beacon top 1
444 1599809900 beacon top 0
445 1599809910 beacon top 1
446 1599809922 beacon top 0
447 1599809925 beacon top 1
448 1599809928 beacon top 0
449 1599809932 beacon top 1
450 1599809938 beacon top 0
451 1599809944 beacon top 1
452 1599809950 beacon top 0
453 1599809952 beacon top 1
454 1599809959 beacon top 0
455 1599809962 beacon top 1
456 1599809968 beacon top 0
457 1599809971 beacon top 1
458 1599809990 beacon top 0
459 1599809996 beacon top 1
460 1599810002 beacon top 0
461 1599810005 beacon top 1
462 1599810011 beacon top 0
463 1599810014 beacon top 1
464 1599810027 beacon top 0
465 1599810036 beacon top 1
466 1599810066 beacon top 0
467 1599810069 beacon top 1
468 1599810072 beacon top 0
469 1599810256 beacon top 1
470 1599810258 beacon top 0
471 1599810261 beacon top 1
472 1599810264 beacon top 0
473 1599810270 beacon top 1
474 1599810276 beacon top 0
475 1599810286 beacon top 1
476 1599810288 beacon top 0
477 1599810291 beacon top 1
478 1599810294 beacon top 0
479 1599810297 beacon top 1
480 1599810300 beacon top 0
481 1599810306 beacon top 1
482 1599810350 beacon top 0
483 1599810353 beacon top 1
484 1599810369 beacon top 0
485 1599810372 beacon top 1
486 1599810381 beacon top 0
487 1599810384 beacon top 1
488 1599810390 beacon top 0
489 1599810393 beacon top 1
490 1599810402 beacon top 0
491 1599810405 beacon top 1
492 1599810430 beacon top 0
493 1599810439 beacon top 1
494 1599810445 beacon top 0
495 1599810455 beacon top 1
496 1599810458 beacon top 0
497 1599810470 beacon top 1
498 1599810476 beacon top 0
499 1599810483 beacon top 1
500 1599810516 beacon top 0
501 1599810519 beacon top 1
502 1599810528 beacon top 0
503 1599810531 beacon top 1
504 1599810534 beacon top 0
505 1599810538 beacon top 1
506 1599810541 beacon top 0
507 1599810544 beacon top 1
508 1599810550 beacon top 0
509 1599810553 beacon top 1
510 1599810556 beacon top 0
511 1599810559 beacon top 1
512 1599810566 beacon top 0
513 1599810569 beacon top 1
514 1599810572 beacon top 0
515 1599810575 beacon top 1
516 1599810596 beacon top 0
517 1599810599 beacon top 1
518 1599810602 beacon top 0
519 1599810605 beacon top 1
520 1599810615 beacon top 0
521 1599810618 beacon top 1
522 1599810621 beacon top 0
523 1599810624 beacon top 1
524 1599810627 beacon top 0
525 1599810630 beacon top 1
526 1599810636 beacon top 0
527 1599810643 beacon top 1
528 1599810664 beacon top 0
529 1599810667 beacon top 1
530 1599810679 beacon top 0
531 1599810682 beacon top 1
532 1599810685 beacon top 0
533 1599810688 beacon top 1
534 1599810701 beacon top 0
535 1599810704 beacon top 1
536 1599810707 beacon top 0
537 1599810710 beacon top 1
538 1599810713 beacon top 0
539 1599810716 beacon top 1
540 1599810719 beacon top 0
541 1599810723 beacon top 1
542 1599810726 beacon top 0
543 1599810729 beacon top 1
544 1599810732 beacon top 0
545 1599810738 beacon top 1
546 1599810753 beacon top 0
547 1599810756 beacon top 1
548 1599810799 beacon top 0
549 1599810802 beacon top 1
550 1599810809 beacon top 0
551 1599810812 beacon top 1
552 1599810815 beacon top 0
553 1599810821 beacon top 1
554 1599810824 beacon top 0
555 1599810827 beacon top 1
556 1599810837 beacon top 0
557 1599810845 beacon top 1
558 1599810864 beacon top 0
559 1599810867 beacon top 1
560 1599810873 beacon top 0
561 1599810889 beacon top 1
562 1599810892 beacon top 0
563 1599810895 beacon top 1
564 1599810901 beacon top 0
565 1599810904 beacon top 1
566 1599810910 beacon top 0
567 1599810914 beacon top 1
568 1599810934 beacon top 0
569 1599810938 beacon top 1
570 1599810941 beacon top 0
571 1599810947 beacon top 1
572 1599810950 beacon top 0
573 1599810953 beacon top 1
574 1599810966 beacon top 0
575 1599810969 beacon top 1
576 1599810975 beacon top 0
577 1599810981 beacon top 1
578 1599810994 beacon top 0
579 1599811000 beacon top 1
580 1599811003 beacon top 0
581 1599811018 beacon top 1
582 1599811021 beacon top 0
583 1599811027 beacon top 1
584 1599811043 beacon top 0
585 1599811049 beacon top 1
586 1599811058 beacon top 0
587 1599811061 beacon top 1
588 1599811074 beacon top 0
589 1599811077 beacon top 1
590 1599811080 beacon top 0
591 1599811086 beacon top 1
592 1599811091 beacon top 0
593 1599811095 beacon top 1
594 1599811141 beacon top 0
595 1599811144 beacon top 1
596 1599811160 beacon top 0
597 1599811166 beacon top 1
598 1599811172 beacon top 0
599 1599811176 beacon top 1
600 1599811181 beacon top 0
601 1599811184 beacon top 1
602 1599811196 beacon top 0
603 1599811203 beacon top 1
604 1599811206 beacon top 0
605 1599811209 beacon top 1
606 1599811240 beacon top 0
607 1599811243 beacon top 1
608 1599811267 beacon top 0
609 1599811273 beacon top 1
610 1599811279 beacon top 0
611 1599811283 beacon top 1
612 1599811286 beacon top 0
613 1599811289 beacon top 1
614 1599811295 beacon top 0
615 1599811298 beacon top 1
616 1599811304 beacon top 0
617 1599811308 beacon top 1
618 1599811332 beacon top 0
619 1599811336 beacon top 1
620 1599811338 beacon top 0
621 1599811347 beacon top 1
622 1599811349 pir top 0
623 1600046635 timer room 1
624 1600047577 timer room 1
625 1600048175 beacon top 1
626 1600048178 timer room 0
627 1600048775 beacon top 0
628 1600048800 timer room 1
629 1600049400 timer room 0
