1 1598412112 0.237 0.253 0.043
2 1598412112 0.235 0.253 0.043
3 1598412113 0.232 0.253 0.043
4 1598412113 0.233 0.252 0.043
5 1598412114 0.233 0.252 0.043
6 1598412114 0.238 0.252 0.043
7 1598412115 0.241 0.252 0.043
8 1598412115 0.235 0.252 0.043
9 1598412116 0.234 0.252 0.043
10 1598412116 0.233 0.252 0.043
11 1598412117 0.233 0.252 0.043
12 1598412117 0.233 0.252 0.043
13 1598412118 0.229 0.252 0.043
14 1598412118 0.232 0.252 0.043
15 1598412119 0.232 0.252 0.043
16 1598412119 0.232 0.252 0.043
17 1598412120 0.228 0.252 0.043
18 1598412120 0.235 0.252 0.043
19 1598412121 0.235 0.252 0.043
20 1598412121 0.239 0.252 0.043
21 1598412122 0.238 0.251 0.043
22 1598412123 0.234 0.251 0.043
23 1598412123 0.232 0.251 0.043
24 1598412124 0.233 0.251 0.043
25 1598412124 0.233 0.251 0.043
26 1598412125 0.233 0.251 0.043
27 1598412125 0.233 0.251 0.043
28 1598412126 0.235 0.251 0.043
29 1598412126 0.247 0.251 0.043
30 1598412127 0.251 0.251 0.043
31 1598412127 0.257 0.251 0.043
32 1598412128 0.257 0.251 0.043
33 1598412128 0.249 0.251 0.043
34 1598412129 0.245 0.251 0.043
35 1598412129 0.253 0.251 0.043
36 1598412130 0.256 0.251 0.043
37 1598412130 0.257 0.251 0.043
38 1598412131 0.262 0.251 0.043
39 1598412131 0.576 0.251 0.046
40 1598412132 0.565 0.252 0.049
41 1598412132 0.282 0.252 0.049
42 1598412133 0.273 0.252 0.049
43 1598412133 0.249 0.252 0.049
44 1598412134 0.244 0.252 0.049
45 1598412134 0.244 0.252 0.049
46 1598412135 0.247 0.252 0.049
47 1598412135 0.246 0.252 0.049
48 1598412136 0.245 0.252 0.049
49 1598412136 0.247 0.252 0.049
50 1598412137 0.245 0.252 0.049
51 1598412137 0.247 0.252 0.049
52 1598412138 0.248 0.251 0.049
53 1598412138 0.247 0.251 0.049
54 1598412139 0.247 0.251 0.049
55 1598412140 0.249 0.251 0.049
56 1598412140 0.281 0.251 0.049
57 1598412141 0.261 0.251 0.049
58 1598412141 0.254 0.251 0.049
59 1598412142 0.254 0.251 0.049
60 1598412142 0.254 0.251 0.049
61 1598412143 0.254 0.251 0.049
62 1598412143 0.253 0.251 0.049
63 1598412144 0.253 0.251 0.049
64 1598412144 0.257 0.251 0.049
65 1598412145 0.251 0.251 0.049
66 1598412145 0.256 0.251 0.049
67 1598412146 0.256 0.251 0.049
68 1598412146 0.256 0.251 0.049
69 1598412147 0.256 0.251 0.049
70 1598412147 0.26 0.251 0.049
71 1598412148 0.26 0.251 0.049
72 1598412148 0.26 0.251 0.049
73 1598412149 0.255 0.251 0.049
74 1598412149 0.255 0.251 0.049
75 1598412150 0.263 0.251 0.049
76 1598412150 0.256 0.251 0.049
77 1598412151 0.254 0.251 0.049
78 1598412151 0.258 0.251 0.049
79 1598412152 0.254 0.251 0.049
80 1598412152 0.268 0.251 0.049
81 1598412153 0.294 0.251 0.049
82 1598412153 0.284 0.251 0.049
83 1598412154 0.267 0.251 0.049
84 1598412154 0.263 0.251 0.049
85 1598412155 0.259 0.252 0.049
86 1598412156 0.262 0.252 0.049
87 1598412156 0.258 0.252 0.049
88 1598412157 0.255 0.252 0.049
89 1598412157 0.254 0.252 0.049
90 1598412158 0.26 0.252 0.049
91 1598412158 0.263 0.252 0.049
92 1598412159 0.263 0.252 0.049
93 1598412159 0.269 0.252 0.049
94 1598412160 0.271 0.252 0.049
95 1598412160 0.259 0.252 0.049
96 1598412161 0.254 0.252 0.049
97 1598412161 0.267 0.252 0.049
98 1598412162 0.267 0.252 0.049
99 1598412162 0.274 0.252 0.049
100 1598412163 0.267 0.252 0.049
101 1598412163 0.238 0.252 0.049
102 1598412164 0.241 0.252 0.049
103 1598412164 0.279 0.252 0.049
104 1598412165 0.271 0.252 0.049
105 1598412165 0.271 0.252 0.049
106 1598412166 0.257 0.252 0.049
107 1598412166 0.252 0.252 0.049
108 1598412167 0.242 0.252 0.049
109 1598412167 0.255 0.251 0.048
110 1598412168 0.242 0.251 0.046
111 1598412168 0.254 0.249 0.04
112 1598412169 0.253 0.249 0.04
113 1598412169 0.256 0.249 0.04
114 1598412170 0.251 0.249 0.04
115 1598412170 0.246 0.249 0.04
116 1598412171 0.248 0.249 0.04
117 1598412172 0.246 0.249 0.04
118 1598412172 0.232 0.249 0.04
119 1598412173 0.229 0.249 0.04
120 1598412173 0.229 0.249 0.04
121 1598412174 0.229 0.248 0.04
122 1598412174 0.233 0.248 0.038
123 1598412175 0.231 0.248 0.038
124 1598412175 0.229 0.248 0.037
125 1598412176 0.228 0.247 0.037
126 1598412176 0.228 0.247 0.037
127 1598412177 0.228 0.247 0.037
128 1598412177 0.228 0.247 0.037
129 1598412178 0.24 0.247 0.037
130 1598412178 0.245 0.247 0.037
131 1598412179 0.246 0.247 0.037
132 1598412179 0.255 0.246 0.029
